6,47,0.56,2020-01-26
5,2,0.6,2020-01-26
2,12,0.47,2020-01-26
1,38,0.41,2020-01-26
3,12,0.53,2020-01-26
23,19,0.55,2020-01-26
25,52,0.45,2020-01-26
22,9,0.48,2020-01-26
21,8,0.48,2020-01-26
20,27,0.51,2020-01-26
19,31,0.51,2020-01-26
17,8,0.49,2020-01-26
18,96,0.53,2020-01-26
16,69,0.54,2020-01-26
15,31,0.57,2020-01-26
14,102,0.47,2020-01-26
13,15,0.45,2020-01-26
11,20,0.45,2020-01-26
12,50,0.44,2020-01-26
9,2,0.61,2020-01-26
10,57,0.54,2020-01-26
8,93,0.53,2020-01-26
7,93,0.47,2020-01-26
4,99,0.52,2020-01-26
6,57,0.56,2020-01-26
5,37,0.58,2020-01-26
2,36,0.38,2020-01-26
1,63,0.53,2020-01-26
3,40,0.56,2020-01-26
26,86,0.43,2020-01-26
23,52,0.47,2020-01-26
25,19,0.51,2020-01-26
22,19,0.48,2020-01-26
21,27,0.49,2020-01-26
20,87,0.54,2020-01-26
19,72,0.48,2020-01-26
17,111,0.53,2020-01-26
18,15,0.52,2020-01-26
16,18,0.42,2020-01-26
15,53,0.53,2020-01-26
14,50,0.5,2020-01-26
13,100,0.59,2020-01-26
11,47,0.64,2020-01-26
12,121,0.57,2020-01-26
9,103,0.5,2020-01-26
10,12,0.57,2020-01-26
8,37,0.48,2020-01-26
7,5,0.45,2020-01-26
4,12,0.5,2020-01-26
6,35,0.53,2020-01-26
5,107,0.46,2020-01-26
2,110,0.45,2020-01-26
1,83,0.41,2020-01-26
3,38,0.49,2020-01-26
26,27,0.41,2020-01-26
23,25,0.51,2020-01-26
25,106,0.49,2020-01-26
22,16,0.61,2020-01-26
21,16,0.51,2020-01-26
20,23,0.5,2020-01-26
19,27,0.52,2020-01-26
17,27,0.42,2020-01-26
18,23,0.5,2020-01-26
16,53,0.58,2020-01-26
15,96,0.56,2020-01-26
14,76,0.51,2020-01-26
13,5,0.4,2020-01-26
11,17,0.51,2020-01-26
12,31,0.37,2020-01-26
9,3,0.51,2020-01-26
10,70,0.49,2020-01-26
8,109,0.54,2020-01-26
7,112,0.51,2020-01-26
4,34,0.54,2020-01-26
6,76,0.53,2020-01-26
5,120,0.58,2020-01-26
2,88,0.39,2020-01-26
1,60,0.44,2020-01-26
3,97,0.51,2020-01-26
26,106,0.45,2020-01-26
27,86,0.53,2020-01-26
23,84,0.55,2020-01-26
25,23,0.49,2020-01-26
22,106,0.47,2020-01-26
21,54,0.39,2020-01-26
20,102,0.5,2020-01-26
19,7,0.53,2020-01-26
17,72,0.46,2020-01-26
18,55,0.53,2020-01-26
16,41,0.49,2020-01-26
15,10,0.49,2020-01-26
14,9,0.45,2020-01-26
13,112,0.53,2020-01-26
11,120,0.44,2020-01-26
12,3,0.47,2020-01-26
9,85,0.61,2020-01-26
10,90,0.42,2020-01-26
8,100,0.59,2020-01-26
7,20,0.47,2020-01-26
4,36,0.5,2020-01-26
6,26,0.52,2020-01-26
5,114,0.5,2020-01-26
2,70,0.39,2020-01-26
1,99,0.5,2020-01-26
3,43,0.49,2020-01-26
26,19,0.42,2020-01-26
27,106,0.5,2020-01-26
23,8,0.54,2020-01-26
25,72,0.47,2020-01-26
22,90,0.51,2020-01-26
